username,tweet
barackobama,the majority of americans believe judge garland should get a fair hearing—add your name if you agree
barackobama,read president obama's op ed in the on the need for senate leaders to fill the vacancy
barackobama,happening now president obama is delivering a statement on the shooting in baton rouge
barackobama,happening now president obama is delivering remarks at the diplomatic corps reception
barackobama,tonight president obama joins a town hall discussion on communities and policing watch at 8 p m et on
barackobama,stay in touch with the latest news—join the truth team
barackobama,check out biden on the supreme court vacancy and senate republicans’ continued obstruction
barackobama,watch president obama deliver remarks at the service yesterday
barackobama,president obama is delivering remarks at an interfaith memorial service for the fallen police officers in dallas
barackobama,at 1 40 p m et president obama will be speaking at a memorial service for the fallen police officers in dallas
barackobama,happy fourth of july
barackobama,"""just imagine the peace and justice that would be possible in our world if we all lived a little more like elie wiesel "" —president obama"
barackobama,watch president obama share a message in the weekly address
barackobama,millions of americans believe the senate should hold a fair hearing for judge garland are you one of them
barackobama,nationwide editorial boards agree that senate leaders should get to work and hold a fair hearing for judge garland
barackobama,chicago raising its minimum wage is another reminder congress needs to keep up and for hard working americans nationwide
barackobama,congrats to chicago and all those who fought to boosting paychecks for hard working americans is the right thing to do
barackobama,don't let the facts get drowned out join the ofa truth team today
barackobama,since passed health care spending has been slowing—and the uninsured rate is down to an all time low
barackobama,quick—you're running out of time to chip in before the fundraising deadline
barackobama,we can do more than thoughts prayers and moments of silence add your voice to call on congress to
barackobama,stretch it out and get ready—the fundraising deadline is tonight
barackobama,an overwhelming majority of americans agree—congress needs to act
barackobama,reach out and help build this movement—pitch in
barackobama,after monday's ruling more unconstitutional restrictions on women's reproductive rights are falling
barackobama,add your name if you agree climate change is real and it's going to take global action to tackle it
barackobama,a new historic goal in the fight to
barackobama,speak up and demand that congress act on gun violence prevention
barackobama,enough has been enough for a long time congress needs to vote on sensible gun legislation now
barackobama,congratulations to d c and thanks to mayor bowser and the d c council for fighting to
barackobama,"""she outworked her rivals and became a role model to millions of americans—including our two daughters "" —president obama on pat summitt"
barackobama,you don't need super powers to help push progress forward chip in today
barackobama,today's ruling reaffirms that every woman has a right to make her own reproductive choices
barackobama,say you'll keep fighting to protect a woman's right to make her own reproductive choices
barackobama,the supreme court just struck down texas' overly restrictive abortion laws—a win for women's reproductive rights
barackobama,love only wins when people like you stand up and fight for it are you in
barackobama,we must keep working toward an america free from discrimination against lgbt individuals
barackobama,president obama designates the first national monument honoring the lgbt rights movement
barackobama,wear your love with pride
barackobama,"""we can’t rest we’ve got to keep pushing for equality and acceptance and tolerance "" —president obama"
barackobama,marriage equality is one year old but we still have a long way to go for full equality
barackobama,stand in solidarity with lgbt americans—add your name
barackobama,we've made enormous progress toward full equality for lgbt americans let's keep it going
barackobama,in the weekly address president obama discusses the stonewall inn's significance and the ongoing push for progress
barackobama,take a look biden discusses what 4 4 decisions—like yesterday's on immigration—mean for our country
barackobama,from gun violence prevention to lgbt rights this grassroots movement is fighting for progress show your support
barackobama,"""stonewall will be our first national monument to tell the story of the struggle for lgbt rights "" —president obama"
barackobama,a few words used by leading legal minds to describe judge garland phenomenal exceptionally bright fair minded
barackobama,think the senate should give judge garland a fair hearing add your voice
barackobama,because senate leaders refuse to do their jobs the supreme court cannot properly do its job
barackobama,speak up and demand that congress act on gun violence prevention
barackobama,congress listen to the millions of voices demanding a vote on efforts to reduce gun violence
barackobama,our immigration system is broken and we need congress for a long term solution—speak up for
barackobama,live president obama is speaking about today's supreme court immigration ruling
barackobama,we need more than moments of silence we need action and that's what's going on in the house now
barackobama,the kind of obstruction we're seeing from senate leaders is unprecedented
barackobama,if you're one of the millions of americans who believes judge garland should get a fair hearing add your voice
barackobama,judge merrick garland just received the american bar association's highest rating
barackobama,say you support decisive action to tackle climate change
barackobama,clean energy is here to stay
barackobama,"""there's something sacred about this place "" —president obama on yosemite national park"
barackobama,staying informed is too important leave to chance join the truth team today
barackobama,join on a conference call to discuss efforts we can take to help reduce gun violence
barackobama,take a look at president obama's interview with on national parks climate change and more
barackobama,"""to me fatherhood means being there "" —president obama"
barackobama,happy father's day to all the dads out there
barackobama,in the weekly address the president talks about setting examples for children in light of tragedies like orlando
barackobama,president obama has taken unprecedented steps to protect our land and water for future generations
barackobama,this week people all over the world came together to stand with the lgbt community—take a look
barackobama,"""minds open hearts change america shifts "" —president obama"
barackobama,today in all 50 states but millions of americans are still fighting to end discrimination—join them
barackobama,this is how you slow jam the news
barackobama,watch president obama slow jam the news on at 11 35 p m et
barackobama,be proud of how far we've come—and continue to push for progress
barackobama,senate leaders' refusal to give judge garland a fair hearing is pure politics
barackobama,your support for a fair hearing and timely up or down vote to fill the vacancy on the supreme court matters
barackobama,"senate leaders' politicization of the supreme court is ""unconscionable """
barackobama,love looks good on you wear it with pride
barackobama,this month and every month
barackobama,unemployment rate down arrow federal deficit down arrow uninsured rate down arrow
barackobama,watch as president obama tackles four common myths about our economy
barackobama,former energy secretary why the will make a difference in fighting climate change
barackobama,"""we pray that the greatest fighter of them all finally rests in peace "" —president obama"
barackobama,the supreme court shouldn't be part of partisan political games add your name if you agree
barackobama,it's time for senate leaders to end the obstruction of our supreme court
barackobama,make sure you have all the facts—sign up to be part of the truth team
barackobama,this is the largest annual global increase in renewable power capacity—ever
barackobama,watch this is why people across the country have decided to today
barackobama,gun violence takes too many lives in our country congress must do something about it—add your name if you agree
barackobama,this national gun violence awareness day keep the pressure on congress to act
barackobama,the noise around gun violence is loud but we can be louder
barackobama,join the thousands of people calling on congress to do something about gun violence—add your name
barackobama,gun violence takes far too many lives in america congress needs to act
barackobama,last chance keep calm and enter before the midnight deadline
barackobama,speak out against gun violence— tomorrow
barackobama,don't miss your chance to meet president obama this summer enter before tonight's deadline
barackobama,this is progress—but there's still more work to do to make sure our economy works for everybody
barackobama,live president obama is speaking in elkhart indiana highlighting america's economic progress
barackobama,tune in at 3 25 p m et to watch president obama speak in elkhart indiana—seven years after his first visit
barackobama,"""make the choice to do some good in the world "" watch judge garland speak to high school seniors at his alma mater"
barackobama,you don't want to miss out on this opportunity—enter now before tonight's deadline
barackobama,suit up—enter for a chance to meet president obama before the deadline
barackobama,the supreme court shouldn't be part of partisan political games add your name if you agree
barackobama,because some senate leaders won't do their jobs the supreme court can't fully do its job
barackobama,share a laugh with president obama—enter now for your chance
barackobama,"""today and every day let us remember the servicemen and women we have lost "" —president obama"
barackobama,"""this memorial weekend i hope you’ll join me in acts of remembrance "" —president obama"
barackobama,a new survey shows that the overwhelming majority of customers are satisfied with their plans
barackobama,join the truth team and help set the record straight on issues you care about
barackobama,enter now for the chance to get some pointers from the commander in chief
barackobama,stand up for a fair hearing and timely up or down vote for judge merrick garland
barackobama,judge garland independent mind ✓ highly qualified ✓ has had bipartisan support ✓ senate leaders
barackobama,tell your friends you fist bumped president obama—enter now for your chance
barackobama,senate leaders' obstruction of our supreme court is completely unprecedented
barackobama,senate leaders need to stop obstructing our supreme court—add your name if you agree
barackobama,judge garland was confirmed with bipartisan support in the past he deserves a fair hearing
barackobama,get some face time with president obama enter now for your chance to meet him
barackobama,if you think senate leaders should do their jobs and fill the vacancy add your name now
barackobama,don't pass this up—enter now
barackobama,"""people want senate to act on supreme court vacancy "" see what editorial boards are saying"
barackobama,ever wished you could meet president obama here's your chance
barackobama,judge garland has one of the most impressive resumes of any supreme court nominee in recent history
barackobama,you don't want to miss out on this chance enter today
barackobama,editorial boards to senators and fill the supreme court vacancy
barackobama,president obama did his job now it's time for the senate to fulfill its duties—say you agree
barackobama,on average it's taken 67 days to confirm supreme court nominees since 1975
barackobama,"""this week my administration took a step to help more workers get the overtime pay they’ve earned "" —president obama"
barackobama,in the weekly address president obama discusses expanding for millions of american workers
barackobama,this summer you and a friend could meet president obama here's how
barackobama,check out editorials from across the country calling on senators to fill the supreme court vacancy
barackobama,editorial boards across the country are telling senate leaders
barackobama,despite judge garland's qualifications some senate leaders still refuse to give him a hearing—speak out
barackobama,the uninsured rate just hit 9 1 percent—the lowest ever recorded
barackobama,don't miss this
barackobama,thanks to the new rule millions of hard working americans will have more economic security
barackobama,stand up for middle class workers—add your name to support the obama administration's new rule
barackobama,marriage equality affordable health care or economic progress tell him in person
barackobama,add your name if you support the obama administration's new rule that expands protections for millions
barackobama,live biden is speaking about the economy at headquarters in ohio
barackobama,this is a big day for millions of middle class workers
barackobama,live senate judiciary democrats are holding a forum on judge merrick garland
barackobama,here's your chance tell president obama what you're most thankful for—in person
barackobama,judge garland's former clerks have a lot to say about his record work life balance and more—take a look
barackobama,senate leaders are continuing to obstruct a fair hearing for judge garland—help put the pressure on
barackobama,it's time for senate leaders to put politics aside and fill the supreme court vacancy
barackobama,april was the seventh consecutive month of record high temperatures we need to
barackobama,think senate leaders should do their jobs and give judge garland a fair hearing add your name
barackobama,live president obama is speaking with about his nominee judge merrick garland
barackobama,we need to lead this fight
barackobama,change happens because people like you fight to make it happen
barackobama,show your support for continued efforts to tackle climate change
barackobama,read more about the historic new standards in place to reduce methane pollution
barackobama,senate leaders should listen to the american people
barackobama,say you support a fair nomination process—speak up now
barackobama,find out what judge merrick garland's former clerks have to say about his record as a public servant
barackobama,editorial boards are speaking up on the vacancy here's what they're saying
barackobama,add your name if you support big steps forward in the fight to tackle climate change
barackobama,the obama administration just finalized standards to cut methane pollution and improve public health
barackobama,we can't afford to have a key part of our democracy understaffed we need nine justices
barackobama,the senate should give president obama's supreme court nominee a fair hearing and an up or down vote
barackobama,add your voice to the push for a fair supreme court nomination process
barackobama,here's where editorial boards across the country stand when it comes to the vacancy
barackobama,senate leaders and give judge garland the fair hearing he deserves
barackobama,join the hundreds of thousands of people calling on senate leaders to give judge garland a fair hearing
barackobama,judge garland has impeccable credentials—he deserves a fair hearing from the senate
barackobama,add your name if you agree we need a full supreme court bench for a functioning democracy
barackobama,partisan obstructionism shouldn't hold back our supreme court
barackobama,president obama has a message for supporters on the work ahead
barackobama,"""this mother’s day say thank you say 'i love you '"" —president obama"
barackobama,add your name if you think senate leaders need to stop obstructing our supreme court
barackobama,74 consecutive months—more than six years—of private sector job growth let's keep up the progress
barackobama,live president obama is speaking about the economy and new steps to strengthen financial transparency
barackobama,the economy added 160 000 jobs in april—a record breaking 74 months of private sector job growth
barackobama,president obama just granted clemency to 58 men and women who've earned a second chance
barackobama,say that senate leaders should stop hiding behind excuses and give judge garland a fair hearing
barackobama,check out president obama's latest message to supporters and volunteers
barackobama,president obama when american workers and businesses compete on a level playing field no one can beat us
barackobama,live president obama is speaking at northwestern high school in flint michigan
barackobama,retweet if you agree
barackobama,make your voice heard on a fair nomination process—add your name today
barackobama,live president obama honors the 2016 national teacher of the year
barackobama,good climate change policy and good economic policy can go hand in hand
barackobama,american workers deserve a trade agreement that works for them check out president obama's op ed on
barackobama,the united states just hit one million solar installations—enough to power 5 5 million homes
barackobama,say you're one of the majority of americans who want senate leaders to give judge garland a fair hearing
barackobama,building a clean energy economy is a great way to for people across the country
barackobama,read what editorial boards across the country have to say about the vacancy
barackobama,it's unacceptable for obstructionists in the senate to play political games with the supreme court say you agree
barackobama,"""and with that i just have two more words to say—obama out "" —president obama at the don't miss this"
barackobama,"watch ""couch commander"" president obama at last night's"
barackobama,live president obama is speaking at the
barackobama,"tune in at 8 00 p m et to watch ""comedian in chief"" president obama at the"
barackobama,"""poll after poll shows a majority of americans think senate republicans should do their job "" —president obama"
barackobama,in the weekly address president obama has a simple message for senate republicans
barackobama,senate leaders need to do their jobs and fill the vacancy
barackobama,clean air makes for healthier and safer communities
barackobama,hundreds of thousands of americans are calling on senate leaders to fill the vacancy—join them
barackobama,it's been more than 40 days since judge garland was nominated senate leaders
barackobama,don't let climate change deniers jeopardize the progress we've made toward a safer healthier future call them out
barackobama,fighting climate change will save americans money at the gas pump
barackobama,add your name if you support global efforts to tackle climate change
barackobama,watch professor obama take obstructionists in the senate back to school with 101
barackobama,for the health of our children and grandchildren we have to
barackobama,the senate should uphold its constitutional duty and give judge garland a fair hearing add your name if you agree
barackobama,watch professor obama has a lesson for obstructionists in the senate
barackobama,"""not to let the constitution function is totally irresponsible and it's never happened like this before "" —"
barackobama,don't let climate change deniers derail progress—show your support for bold action on climate change
barackobama,the fight to tackle climate change took a big step on friday with hundreds of countries signing the
barackobama,icymi the u s and more than 170 other nations just signed the —the first ever global climate deal
barackobama,we all play a part in helping to stop gun violence do your part— on june 2
barackobama,we're already seeing the effects of climate change denial is unacceptable
barackobama,show your support for bold moves to combat climate change—add your name
barackobama,carbon pollution is the biggest contributor to climate change—and president obama is taking it head on
barackobama,"""we have criminal justice policies including unfair sentencing laws that need to be reformed "" —president obama"
barackobama,in the weekly address president obama talks about his efforts to improve our criminal justice system
barackobama,"""from our family to yours chag sameach "" —president obama"
barackobama,happy
barackobama,we can tackle climate change—but it's going to take all of us working together
barackobama,bold action on climate change matters
barackobama,say you'll stand up for bold action to fight climate change
barackobama,the paris agreement is a big deal
barackobama,"""'a strong spirit transcends rules ' prince once said—and nobody's spirit was stronger bolder or more creative "" —president obama"
barackobama,president obama is investing in a more sustainable future
barackobama,we can't let climate change deniers derail progress—say you stand for bold action
barackobama,continuing to invest in clean energy like solar power is critical in the fight to
barackobama,last year wind energy generated enough electricity to power 17 5 million homes
barackobama,add your name to support bold action to combat climate change
barackobama,climate change is real—and it's devastating communities across the country we have now
barackobama,the wind energy industry keeps growing—here's the latest on its record setting year
barackobama,stand up today for a fair supreme court nomination process
barackobama,happy national park week go today
barackobama,president obama's could have a big economic impact
barackobama,last month continued the streak of record breaking global temperatures
barackobama,this is unprecedented
barackobama,show your support for a fair hearing and timely up or down vote for judge merrick garland
barackobama,editorial boards are making their voices heard on the nomination process see what they're saying
barackobama,add your name if you think the senate should give judge garland fair consideration
barackobama,see what editorial boards are saying about senate leaders' refusal to give judge garland a fair hearing
barackobama,this kind of senate obstructionism is completely unprecedented
barackobama,climate change means wildfires are now a continual threat in some parts of the country
barackobama,live president obama is delivering remarks at the
barackobama,tune in at 2 50 p m et to watch president obama speak at the
barackobama,judge garland is highly qualified for the supreme court—he deserves a hearing
barackobama,read why having nine supreme court justices is critical for our judicial system
barackobama,it's time
barackobama,"""improving gender equality would add at least $2 1 trillion to u s gross domestic product by 2025 """
barackobama,retweet if you agree
barackobama,stand up for equal pay—add your name now
barackobama,"""i'm here to say we will close the wage gap "" —president obama"
barackobama,live president obama is speaking about women's equality on
barackobama,tune in at 11 25 a m et to watch as president obama designates a new national monument honoring women's equality
barackobama,side by side
barackobama,we cannot let political gridlock and dysfunction spread to our supreme court
barackobama,it's time for the united states to —show your support if you agree
barackobama,retweet if you believe it's time for the united states to
barackobama,speak up for a fair hearing for judge merrick garland
barackobama,this is unprecedented
barackobama,add a comment if you agree american workers shouldn't have to choose between their health and a paycheck
barackobama,working families in america should have the basic security of paid sick leave
barackobama,if you think judge merrick garland deserves a fair hearing and an up or down vote add your name
barackobama,live the president is at discussing why judge garland deserves a fair hearing and an up or down vote
barackobama,tune in at 3 30 p m et to watch president obama speak about the nomination process at
barackobama,read what a former student learned from professor obama
barackobama,show your support for the proposal to expand paid sick leave—add a comment today
barackobama,the u s is the only advanced nation that doesn't guarantee paid sick leave—it's time to change that
barackobama,the senate has more than enough time to give judge garland a fair up or down vote
barackobama,add your voice to the thousands calling on senate leaders to give judge merrick garland a fair hearing
barackobama,if we don't now the sea level could rise by more than six feet by the end of the century
barackobama,clean energy currently employs 2 5 million people in the united states check it out
barackobama,ten million workers in california and new york now have better economic security
barackobama,live president obama is delivering a statement on the economy
barackobama,tune in at 12 15 p m et to watch president obama deliver a statement about the economy
barackobama,"""supreme court struggles with just eight justices """
barackobama,an overwhelming majority of americans want a fair nomination process—add your name if you're one of them
barackobama,judge merrick garland received bipartisan support in the past today should be no different
barackobama,stay informed and get the facts with the truth team
barackobama,our economy is making real progress but we have to keep fighting to make sure that it works for everybody
barackobama,"""another encouraging jobs report "" as the longest streak of private sector job growth on record continues"
barackobama,the united states of america has the strongest most durable economy in the world—and it's getting better
barackobama,the economy added 215 000 jobs in march—a record breaking 73 months of private sector job growth
barackobama,this is it—your last chance to win a free trip to chicago to meet james taylor
barackobama,deadline chip in to support this grassroots movement before midnight tonight
barackobama,you've got a friend that wants to meet james taylor enter today and you could both be heading to chicago
barackobama,marriage equality obamacare a global climate agreement push for more progress
barackobama,get weekly updates on everything from the nomination process to climate change
barackobama,calling all supporters—the fundraising deadline is here do your part to chip in
barackobama,enjoy the tunes of james taylor in chicago this summer—enter before tomorrow's deadline
barackobama,time's almost up pitch in before the deadline
barackobama,tell senate leaders to do their jobs and give judge garland a fair hearing
barackobama,make a play before the big fundraising deadline tomorrow—pitch in now
barackobama,a free flight to chicago a free hotel room tickets to see the legendary james taylor enter now
barackobama,start your engines—the big fundraising deadline is coming up chip in
barackobama,ever met a music legend here's your chance—meet james taylor in chicago this summer
barackobama,judge merrick garland deserves fair consideration from the senate
barackobama,read president obama's op ed on why judge merrick garland deserves a senate hearing
barackobama,judge garland deserves a fair hearing
barackobama,add your name for a chance to see james taylor perform live in chicago this summer
barackobama,live president obama and are participating in the annual white house
barackobama,"""we wish all who celebrate a blessed and joyful easter "" —president obama"
barackobama,"""michelle and i join our fellow christians in observing good friday and celebrating easter this weekend "" —president obama"
barackobama,follow for updates on the fight to fill the supreme court vacancy
barackobama,tell senate leaders to do their jobs and give judge garland a fair hearing
barackobama,judge garland is a highly qualified nominee to fill the vacancy senators it's time to
barackobama,"""i believe judge garland is exactly the kind of judge we need on the supreme court "" —president obama"
barackobama,judge garland deserves fair consideration from the senate
barackobama,join in calling on senate leaders to give judge garland a fair hearing and a timely vote
barackobama,the support for a fair hearing for judge garland is growing
barackobama,live biden is urging the senate to give judge merrick garland a fair hearing and timely up or down vote
barackobama,tune in at 12 30 p m et to see biden speak about why fair consideration for judge garland is so important
barackobama,it's a paws itively beautiful day
barackobama,obamacare giving young adults and their parents peace of mind since 2010
barackobama,obamacare is here to stay
barackobama,20 million americans covered check mark 9 in 10 americans now have health insurance check mark lowest uninsured rate on record check mark
barackobama,on the sixth anniversary of stand with and say you'll keep fighting for affordable health care
barackobama,want to meet james taylor in chicago enter today for your chance
barackobama,judge merrick garland deserves fair consideration from the senate
barackobama,tell senate leaders your constituents expect you to
barackobama,"""give judge garland the respect he has earned give him a hearing give him an up or down vote "" —president obama"
barackobama,in the weekly address president obama urges the senate to give judge garland a fair hearing and timely vote
barackobama,read from editorial board on why judge merrick garland deserves a fair hearing
barackobama,check out how supporters are calling for a fair hearing and timely up or down vote
barackobama,retweet if you believe judge merrick garland deserves fair consideration
barackobama,make your voice heard on a fair nomination process for judge merrick garland
barackobama,happy
barackobama,yesterday president obama revealed his march madness bracket check it out
barackobama,president obama took his constitutional duty seriously and nominated a well qualified
barackobama,judge garland is a qualified with past bipartisan approval—show your support
barackobama,judge merrick garland deserves a fair hearing and a timely vote
barackobama,happening now president obama is announcing his nominee to fill the vacancy
barackobama,tune in at 11 a m et to watch president obama announce his
barackobama,senate leaders shouldn't hold up the supreme court nomination process—sign the petition
barackobama,these editorials explain why the senate must do its job and hold fair nomination hearings
barackobama,this february was so hot that it shattered global records check it out
barackobama,there's a lot of misinformation out there—help spread the facts with the truth team
barackobama,happy
barackobama,by a margin of nearly 2 to 1 americans believe the senate should hold hearings on a nominee
barackobama,refusing to even meet with a nominee has no basis in the constitution
barackobama,if you think the senate should give president obama's nominee a fair hearing add your name
barackobama,live president obama is participating in a panel on civic engagement and technology
barackobama,the senate should fairly consider a nominee—sign the petition if you agree
barackobama,not caught up on the supreme court vacancy read what editorial boards around the country are saying
barackobama,the united states and canada are joining together to reduce methane pollution read more
barackobama,refusing to hold a hearing on a presidential nominee is unprecedented tell senate leaders
barackobama,senators on the judiciary committee have demanded a vote on judicial nominees 90 times here's a list
barackobama,"""under my chairmanship every supreme court nominee was given a hearing and a vote in the judiciary committee "" —"
barackobama,add your name if you think the senate should do its job
barackobama,"""senate needs to think and vote "" see what editorials boards are saying about the supreme court nomination"
barackobama,the president is going to nominate a qualified supreme court justice—tell senate leaders to do their jobs
barackobama,from biden why the senate shouldn't hold back the nomination process
barackobama,we've come a long way on women's equality but there's still so much work to be done
barackobama,"""u s solar seems poised for not just a record year but perhaps a blowout year "" get the numbers"
barackobama,"""if selma taught us anything it’s that our work is never done "" —president obama"
barackobama,refusing to hold hearings for a president's nominee has never happened before
barackobama,there is no excuse to delay the nomination—add your name to 's petition if you agree
barackobama,most americans agree that the senate should do its job and give the nominee a fair hearing
barackobama,a well qualified nominee deserves a fair hearing and a timely up or down vote
barackobama,take a look at what editorial boards across the country think of the senate refusing to do its job
barackobama,it's the senate's duty to fairly consider the president's nominee—and there's plenty of time to do so
barackobama,february's 242 000 new jobs mean the american economy has been creating jobs for six straight years
barackobama,the american economy continues its comeback
barackobama,the economy added 242 000 jobs in february—a record breaking six straight years of private sector job growth
barackobama,the majority of americans agree that president obama should nominate someone to fill the vacancy
barackobama,live president obama is celebrating milwaukee's victory in the healthy communities challenge
barackobama,sign the petition—join the thousands of voices speaking up for a fair supreme court nomination process
barackobama,tune in at 12 50 p m et to see president obama congratulate milwaukee on winning the healthy communities challenge
barackobama,this is what a consensus looks like
barackobama,deliberately creating partisan gridlock is not the way our democracy should work
barackobama,the obstruction of our supreme court is completely unprecedented sign the petition telling the senate
barackobama,refusing to consider a nominee before one is even announced is irresponsible
barackobama,leaving a seat open on the supreme court for more than a year is irresponsible—sign the petition
barackobama,we're seeing the fastest rise in sea levels in nearly 3 000 years
barackobama,get the facts on everything from a fair nomination process to climate change
barackobama,today's the 55th birthday of the thanks to all who have served across the globe
barackobama,it's the senate's duty to give the president's nominee a fair hearing and a timely vote
barackobama,"""one third of all u s presidents appointed a supreme court justice in an election year "" h/t"
barackobama,sign 's petition to let the senate know you demand a fair supreme court nomination process
barackobama,live president obama is presenting the medal of honor to senior chief special warfare operator edward byers
barackobama,thanks to the clean energy investments have created hundreds of thousands of jobs
barackobama,our economy has come a long way but there's more work to do—say you support common sense economic policies
barackobama,seven years ago our economy was shedding nearly 800 000 jobs a day we've come a long way
barackobama,our economy has added 14 million jobs over the longest streak of private sector job growth on record
barackobama,live president obama is highlighting the progress of the american economy
barackobama,tune in at 1 55 p m et to see president obama speak about the economic progress we've made since the
barackobama,tell the senate stop playing games with our supreme court
barackobama,the senate should fulfill its constitutional duty and fairly consider the president's nominee
barackobama,add your name if you agree failing to fill the supreme court vacancy for over a year is unacceptable
barackobama,retweet if you agree that we can't afford to play political games over the supreme court vacancy
barackobama,the solar industry hit record growth last year surpassing natural gas installations for the first time
barackobama,this kind of obstruction is unprecedented tell senate leaders
barackobama,sign 's petition to let the senate know you demand a fair supreme court nomination process
barackobama,president obama on his constitutional responsibility and the qualities he's looking for in his nominee
barackobama,refusing to even consider the president's supreme court nominee is unprecedented tell the senate
barackobama,with more than 300 days left in president obama's term the senate has no excuse to delay
barackobama,be part of the team debunking myths with facts—join the truth team
barackobama,live president obama is delivering a statement from the roosevelt room
barackobama,a fair judicial nomination process is important for a functioning democracy—read more
barackobama,speak up for a fair nomination process and a timely vote by the senate—sign 's petition
barackobama,the senate should not play political games with our supreme court
barackobama,"""the senate also has a constitutional duty to consider presidential nominees expeditiously "" h/t"
barackobama,add your name to let the senate know the supreme court is too important to be held hostage by partisan politics
barackobama,gain the skills you need to turn a desire for change into impact—apply to be an fellow today
barackobama,the impact of climate change in one gif
barackobama,the longest streak of private sector job growth 4 9% unemployment rate—middle class economics is working
barackobama,it's official january 2016 was the most abnormally warm month on record
barackobama,read what biden has to say about our economic comeback thanks in part to the recovery act
barackobama,in the past seven years our economy has made real progress
barackobama,this day speak up for equality
barackobama,no matter who you are or whom you love celebrate day with pride
barackobama,stand against discrimination—join the fight for equality
barackobama,retweet if you believe
barackobama,watch president obama thank for all she's done for the lgbt community
barackobama,read president obama's thoughts on climate change technology and
barackobama,thanks to president obama future generations will still be able to explore—from sea to shining sea
barackobama,president obama has protected more land and water than any of his predecessors—and he's not done yet
barackobama,marriage equality may be the law of the land but there's more work to do to end discrimination join the fight
barackobama,show what you believe—get the tee
barackobama,celebrate this valentine's day with pride and no matter who you love commit to ending discrimination
barackobama,"""the fact is we’ve gotten a heck of a lot done these past seven years despite the gridlock "" —president obama"
barackobama,live president obama is speaking in springfield illinois
barackobama,tune in at 4 25 p m et to watch president obama speak to supporters in springfield illinois
barackobama,join the truth team and spread the facts on issues that matter
barackobama,say cheese
barackobama,an increase in solar jobs is good for our economy and our environment
barackobama,good news 2015 was another great year for clean energy growth
barackobama,criminal justice reform is overdue speak up for fairness—add your name
barackobama,we need to
barackobama,health care marketplace enrollment numbers are in and it's good news take a look
barackobama,"""the budget i will send to congress this tuesday will double funding for clean energy research "" —president obama"
barackobama,in the weekly address president obama discusses how the private sector is helping in the fight to
barackobama,last year was the second best year for job creation since the late 1990s—but there's more work to do
barackobama,the economy continues a record breaking streak of 71 straight months of private sector job growth read more
barackobama,live president obama is delivering a statement on the economy
barackobama,middle class economics is working
barackobama,stand up for a smarter fairer criminal justice system—add your name now
barackobama,it's time to
barackobama,check out president obama's message to supporters on the importance of keeping up the fight for progress
barackobama,everyone has to pitch in to including the private sector check out what just did
barackobama,progress is not inevitable—it depends on hard work say you'll fight for it
barackobama,live president obama is speaking in baltimore
barackobama,more than 60 attempts later and congress is still wasting time and money trying to repeal or dismantle
barackobama,show your organizing pride
barackobama,no fluff just facts—that's the truth team way join now
barackobama,there's just a few hours left to for 2016
barackobama,spread the word today is the last day to for 2016
barackobama,today the last day to check out your options and don't miss it
barackobama,the end of the open enrollment is right around the corner—make sure your friends know how to
barackobama,have a worry free weekend and take care of this right now
barackobama,there's still time to —but hurry
barackobama,just two days left to get for 2016
barackobama,check out what president obama is doing to help advance for women
barackobama,add your name if you agree that equal work deserves
barackobama,seven years ago president obama signed the lilly ledbetter fair pay act—a step forward but the fight isn't over
barackobama,live president obama is speaking about the importance of for women
barackobama,tune in at 12 10 p m et to watch president obama speak on the anniversary of the lilly ledbetter fair pay act
barackobama,join the team that's fighting misinformation with facts
barackobama,don't miss this deadline
barackobama,the open enrollment period ends on sunday—talk to your friends about how they can
barackobama,preventive care is free under obamacare check out your options and
barackobama,retweet to spread the word and make sure your friends
barackobama,it's not too late—get your vintage tee today
barackobama,scientists agree climate change is man made—and we can do something about it
barackobama,"""in our criminal justice system the punishment should fit the crime "" —president obama"
barackobama,before sunday
barackobama,last night president obama banned the use of solitary confinement for juveniles in federal prisons read more
barackobama,health care reform has helped millions—join the team that's fighting to protect it
barackobama,a new study confirms that the will raise wages for american workers and grow our economy
barackobama,time's running out to before the january 31 deadline check out your options
barackobama,take a look at president obama's latest common sense step to help fight climate change
barackobama,join the millions who've enrolled in the new marketplace the deadline is january 31
barackobama,fifteen of the 16 hottest years ever recorded have been in the 21st century see for yourself
barackobama,"""if you haven’t looked at your new coverage options you’ve still got time to get covered "" —president obama"
barackobama,in the weekly address president obama encourages people to check out their health care options and
barackobama,extreme voices in congress have tried to dismantle more than 60 times—join the team that's fighting back
barackobama,check ups covered under obamacare
barackobama,97 percent of climate scientists agree climate change is real and man made
barackobama,"""the government should not intrude on private decisions made between a woman and her doctor "" —president obama"
barackobama,live president obama is speaking at the u s conference of mayors
barackobama,be prepared for the cold today
barackobama,get the peace of mind that comes with having health insurance— today
barackobama,fighting climate change check mark creating jobs check mark the solar industry is booming
barackobama,"""the american auto industry is all the way back "" —president obama"
barackobama,it's official last year was the hottest year on record—by a very wide margin
barackobama,live president obama is speaking in detroit about the progress of the american auto industry
barackobama,tune in at 3 25 p m et to watch president obama highlight the economic comeback of the auto industry
barackobama,shop around
barackobama,read how organizers are sharing their personal stories to help
barackobama,american diplomacy has helped make the world safer and more secure through the read how
barackobama,because of american diplomacy all of iran's pathways to a nuclear weapon have been blocked
